类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
粗面质,140.295,10.9183,6.3194,5.3875,3.9863,4.5063,2.217231
粗面质,138.943,12.8336,5.2312,4.147,4.5905,7.9587,2.526766
粗面质,134.856,12.5359,4.2601,3.509,4.2847,8.7627,2.130111
粗面质,143.769,10.7766,6.3899,3.4016,4.2589,10.2558,2.519485
粗面质,144.499,13.3181,3.9419,4.4009,4.1519,10.7834,2.286367
粗面质,137.492,13.449,6.8579,4.6278,4.2446,5.035,2.315254
粗面质,145.02,10.3377,5.7202,3.7733,4.2252,4.8485,2.599814
粗面质,138.799,11.2749,4.3539,4.159,4.1213,9.1715,2.548049
粗面质,125.215,14.1121,5.7588,4.7316,3.4348,6.7132,2.381734
粗面质,138.821,10.9354,4.0089,4.6864,4.5055,8.0503,2.155677
粗面质,137.572,12.5401,4.5345,4.8919,4.0613,10.1507,2.151217
粗面质,136.941,11.4242,5.807,5.149,3.8376,8.6587,2.460901
粗面质,144.666,14.2714,3.8334,4.3193,4.1873,13.7982,2.403833
粗面质,142.168,12.3865,6.1407,3.562,3.4545,10.2101,2.384532
粗面质,141.627,11.2829,6.2694,3.9658,4.076,7.3953,2.278272
粗面质,133.919,11.8321,6.4194,4.9415,3.9214,7.7439,2.487707
粗面质,146.854,14.3882,6.8491,4.4028,3.4184,4.0564,2.532089
粗面质,132.814,12.7343,5.5901,4.5727,4.1891,10.7494,2.213142
粗面质,135.743,10.4863,6.4765,5.2773,3.411,11.8643,2.564656
粗面质,135.291,12.6484,5.253,3.996,3.6433,8.5377,2.570504
粗面质,142.129,10.5803,3.7226,5.4975,3.6503,5.8311,2.599217
粗面质,126.855,12.2702,5.4671,3.4855,4.101,4.5723,2.435854
粗面质,131.618,11.1086,5.344,5.4183,4.4749,9.6899,2.112927
粗面质,140.306,12.0674,3.9849,5.3378,4.181,10.22,2.168699
粗面质,137.944,12.3471,4.7008,4.0284,4.351,4.7276,2.406651
粗面质,136.992,11.535,3.6429,5.2416,3.4162,11.0926,2.305063
粗面质,128.43,11.5933,5.9893,3.6388,3.7648,11.1728,2.254214
粗面质,127.257,12.965,3.7261,5.2919,3.765,13.731,2.56799
粗面质,125.921,14.3542,6.118,3.4981,3.9531,8.8547,2.121475
粗面质,135.483,10.1705,6.0689,3.9262,3.6249,13.4186,2.413976
粗面质,130.959,10.9932,5.6016,3.6765,3.4373,8.0283,2.422388
粗面质,145.461,11.6078,4.3174,3.4736,3.79,5.8023,2.302045
粗面质,134.181,12.3039,6.2413,5.1558,3.7893,10.2285,2.371241
粗面质,139.26,14.2913,6.9383,4.4315,4.5142,9.0424,2.505201
粗面质,136.116,11.1062,6.4328,4.7326,3.5308,5.7474,2.57155
粗面质,126.443,11.486,4.539,5.6683,4.2692,10.7198,2.305859
粗面质,125.857,12.5876,4.7751,5.2697,4.5736,12.0008,2.417323
粗面质,128.707,13.8389,5.2493,5.1196,4.3234,11.1654,2.140834
粗面质,140.37,14.0832,6.2414,4.8962,4.3981,10.7419,2.53113
粗面质,127.926,13.4028,3.7505,4.5739,4.3425,13.2018,2.404625
粗面质,137.919,11.6899,5.8469,4.0314,4.1398,8.1979,2.391424
粗面质,145.153,12.9406,4.3619,4.6067,3.8039,9.8647,2.17042
粗面质,128.685,12.898,4.0563,4.8344,4.4494,12.2112,2.344487
粗面质,145.61,11.3387,3.809,5.4457,3.6077,5.0703,2.317796
粗面质,126.299,14.2196,6.6042,4.9401,4.5733,8.1832,2.472963
粗面质,128.353,12.6444,5.2871,3.8867,3.3727,4.7727,2.3311
粗面质,140.889,11.6795,5.7598,3.7455,3.8481,7.7789,2.376655
粗面质,144.006,11.4721,5.6925,3.9751,3.5275,6.4104,2.134202
粗面质,125.435,12.4873,4.2509,3.9494,3.5597,7.1836,2.191383
粗面质,137.007,13.6036,6.2559,4.1336,3.5567,10.2006,2.492365
粗面质,127.886,11.7191,6.1785,4.3591,4.516,7.3396,2.276617
粗面质,129.415,11.8087,6.263,5.111,4.5828,7.3302,2.483654
粗面质,126.175,12.5719,5.0696,5.5929,3.4984,9.5209,2.552973
粗面质,129.908,12.1709,4.7113,5.2103,4.353,8.8415,2.527838
粗面质,135.778,12.4222,5.0877,3.5616,3.9721,13.9887,2.234797
粗面质,138.538,10.4033,6.0767,5.243,3.6381,10.9293,2.280675
粗面质,132.845,13.2633,5.0455,5.2499,4.0386,5.3636,2.231615
粗面质,133.741,13.3615,5.8074,4.8492,3.9777,12.0976,2.1144
粗面质,127.956,13.3017,4.951,4.4923,3.4783,6.8795,2.560182
粗面质,126.555,10.0328,5.5873,5.4352,3.3476,9.3985,2.514385
粗面质,139.68,10.3201,5.3947,5.3373,4.0764,12.7488,2.514379
粗面质,141.422,11.4528,6.8258,4.872,4.1487,11.7808,2.426616
粗面质,128.977,13.939,3.9275,4.7382,3.5572,8.979,2.565705
粗面质,135.906,12.3202,6.0915,5.468,3.5927,10.5381,2.509792
粗面质,132.049,13.8537,6.737,3.6431,3.3217,13.7408,2.405429
粗面质,138.948,12.9221,3.698,4.0084,3.9346,11.2927,2.30506
粗面质,143.481,13.6567,4.0099,4.9289,3.8388,10.9999,2.187501
粗面质,134.381,14.2606,6.7249,4.1079,4.3738,7.3838,2.238036
粗面质,128.621,13.8379,3.9195,5.4813,4.0428,13.2052,2.358316
粗面质,143.232,12.2297,3.7671,5.2775,4.2023,12.5806,2.397906
粗面质,136.265,13.4562,4.8479,3.4544,4.5639,9.5849,2.477272
粗面质,136.339,13.9095,4.3435,5.2838,3.4744,13.1762,2.418811
粗面质,142.761,13.4671,4.1066,5.2384,4.3638,6.8137,2.197145
粗面质,138.763,11.1826,6.265,5.3002,4.4232,5.4922,2.551875
粗面质,141.16,12.0741,4.5112,4.0155,4.2481,13.1571,2.162898
粗面质,142.806,11.0842,5.0829,4.5714,3.6448,11.8603,2.138849
粗面质,139.157,12.327,4.3865,4.7775,4.433,13.4191,2.136206
粗面质,144.394,14.2597,4.3832,5.0289,4.4939,5.3165,2.598491
粗面质,129.333,11.6593,4.0159,5.3178,3.552,5.8276,2.532658
粗面质,126.383,12.9728,5.6395,3.7653,3.8444,6.8908,2.558517
粗面质,146.091,12.8415,6.1063,4.9129,3.7067,4.2925,2.52247
粗面质,138.104,12.7347,4.4808,3.9364,3.6439,8.5645,2.239449
粗面质,142.781,13.8013,5.0667,4.2346,3.7719,11.639,2.5803
粗面质,132.892,13.3568,6.6782,3.7731,4.4538,6.7029,2.470348
粗面质,145.223,13.801,4.7111,3.6561,4.5161,7.8502,2.494846
粗面质,134.039,11.8729,4.2898,3.5728,3.3878,5.5225,2.167549
粗面质,126.119,13.4045,6.6854,5.6802,3.9999,5.155,2.207995
粗面质,137.541,14.3884,6.2982,3.7013,4.4519,5.3705,2.550813
粗面质,128.596,13.7231,6.4015,5.2187,4.3456,6.0913,2.304551
粗面质,134.47,11.082,6.4976,3.9529,4.4548,13.8587,2.521956
粗面质,134.445,14.2456,5.9126,4.3371,3.9235,5.0914,2.503287
粗面质,129.513,13.0822,4.8421,3.8654,3.5147,13.9716,2.523583
粗面质,131.894,10.2022,4.7961,3.8593,3.9105,5.9132,2.545064
粗面质,139.883,10.3973,3.8879,5.0349,4.3103,9.3928,2.471393
粗面质,129.444,12.1623,6.5325,4.9418,3.9124,11.6254,2.527734
粗面质,129.858,11.409,6.0009,3.7266,3.3142,6.3428,2.155857
粗面质,138.282,14.0816,4.9549,3.638,3.858,7.9408,2.31781
粗面质,137.536,11.3874,5.791,3.8155,3.9151,10.2495,2.324185
粗面质,130.052,13.0484,6.4509,4.3597,3.7314,7.3424,2.35945
粗面质,126.802,12.9529,6.279,3.7662,3.7084,4.1069,2.313006
粗面质,125.862,13.6637,3.6247,4.8736,3.9544,6.521,2.242219
粗面质,143.233,11.7302,6.3528,5.5804,3.5569,13.3724,2.460401
粗面质,146.76,13.6584,5.3576,3.6316,3.6312,6.7751,2.32632
粗面质,136.433,12.7239,5.9366,4.4287,3.8862,11.6199,2.382247
粗面质,135.205,10.9828,6.2945,5.3976,3.3097,13.8723,2.429989
粗面质,138.985,12.0904,6.314,5.3364,3.5073,11.9565,2.384681
粗面质,128.49,14.0984,4.1914,4.0358,4.186,5.2059,2.340908
粗面质,124.519,10.3951,4.2734,3.7607,3.5796,12.2267,2.373007
粗面质,144.891,14.2811,4.2197,3.7926,3.9465,7.2506,2.388669
粗面质,142.102,10.0241,6.159,5.3787,4.3457,8.937,2.187067
粗面质,128.451,12.5234,5.1277,4.8317,3.8392,4.138,2.227208
粗面质,131.425,14.2986,5.6448,4.5372,4.4248,4.5792,2.123044
粗面质,146.265,12.3275,5.1794,4.545,4.1636,12.3508,2.414911
粗面质,142.513,10.5238,4.8288,3.5588,3.6845,4.4365,2.403794
粗面质,132.859,13.5249,3.7574,4.6735,3.6561,6.8609,2.370087
粗面质,141.658,11.4331,4.7031,4.9378,3.49,9.8629,2.163203
粗面质,145.313,13.3437,5.422,5.0662,4.271,8.2696,2.454078
粗面质,136.297,11.5254,3.9734,4.5374,3.8633,4.2505,2.401976
粗面质,145.932,10.2044,5.738,4.9538,3.5082,10.8379,2.374899
粗面质,136.443,10.6215,4.6394,3.5568,3.8485,9.6908,2.220853
粗面质,143.572,11.5557,4.4455,5.287,4.5735,12.1377,2.233464
粗面质,128.403,10.4695,3.826,5.1977,4.5208,6.7515,2.278508
粗面质,137.409,10.0293,6.3847,5.4302,4.5805,12.6446,2.154663
粗面质,128.18,13.8656,6.0096,5.6764,4.0808,10.8094,2.119992
粗面质,139.728,11.0357,4.0144,4.6766,3.8356,13.5016,2.523252
粗面质,134.692,13.1195,6.9515,5.0945,3.8125,9.8645,2.471514
粗面质,139.95,11.0837,6.0031,3.4175,3.9676,8.1204,2.245005
粗面质,144.558,14.108,5.7451,4.2575,4.5153,9.9637,2.294699
粗面质,141.294,14.1418,6.6509,4.1939,3.7084,13.3706,2.451195
粗面质,142.128,13.2252,4.5767,3.8297,4.312,5.3284,2.203359
粗面质,139.574,11.3998,4.1,3.583,3.3626,5.2848,2.380962
粗面质,132.284,12.8784,4.975,3.5421,3.5976,5.0827,2.359353
粗面质,135.644,13.307,6.1087,5.1456,4.0627,4.9315,2.436165
粗面质,140.357,13.7394,4.6226,5.3451,3.3484,4.6562,2.514212
粗面质,135.974,13.9115,6.0172,4.9218,4.335,10.9907,2.490045
粗面质,128.439,11.8384,4.9903,3.9321,3.7911,13.2661,2.48506
粗面质,129.11,13.006,5.5363,5.5188,3.9958,11.555,2.247164
粗面质,125.112,10.9541,3.7179,5.4094,3.53,9.2832,2.401018
粗面质,141.148,10.09,4.5346,5.5555,3.3238,11.5145,2.475516
粗面质,134.33,12.3876,6.4775,5.1994,3.7638,6.3602,2.507492
粗面质,127.035,12.9941,4.7943,5.6381,3.8927,7.0435,2.276576
粗面质,140.116,10.6388,5.7955,3.5251,3.8554,12.3701,2.528767
粗面质,128.156,14.108,6.0512,3.9051,4.5075,12.8134,2.254257
粗面质,143.508,11.2381,4.239,4.446,4.0083,13.7431,2.395004
粗面质,128.243,12.1724,5.8104,3.4933,4.4655,11.0454,2.496559
粗面质,128.562,11.0511,5.3537,4.9453,3.7476,4.331,2.366159
粗面质,138.439,12.3828,5.6594,4.017,4.4274,5.8115,2.287416
粗面质,146.25,13.6685,4.8456,4.6223,3.923,13.5563,2.27345
粗面质,128.751,12.3258,6.6057,3.488,3.6487,6.3194,2.289849
粗面质,136.232,10.4215,6.6856,5.4111,3.8414,9.9341,2.556604
粗面质,145.455,14.0126,3.6153,3.7553,3.8702,11.0004,2.295816
粗面质,143.571,13.798,6.0524,4.0906,4.193,7.766,2.532951
粗面质,143.292,10.6491,6.9963,5.4181,3.9125,12.5624,2.33521
粗面质,139.301,12.3467,5.6427,4.4792,4.4661,6.4769,2.143812
粗面质,128.102,10.4584,5.8399,4.6862,4.3726,13.017,2.320052
粗面质,125.338,11.7155,5.378,3.9623,4.181,8.642,2.265484
粗面质,143.776,11.3036,4.4377,3.7232,3.3165,7.7801,2.4481
粗面质,127.845,12.7605,5.8855,4.9728,3.4699,9.5731,2.338559
粗面质,138.738,10.7919,6.141,4.9619,3.8797,4.4862,2.575282
粗面质,144.115,10.3368,5.1475,4.5632,3.3726,6.4065,2.312908
粗面质,146.864,10.4952,5.2633,4.7908,4.3612,6.9918,2.249768
粗面质,142.459,12.4926,5.7764,5.4134,3.3641,12.8912,2.129908
粗面质,124.617,11.9215,6.1653,4.0023,3.6635,13.6939,2.575862
粗面质,135.177,11.8055,3.6582,5.6106,4.2453,12.9679,2.507817
粗面质,138.137,13.0308,3.8251,4.6929,4.3853,8.2348,2.351383
粗面质,142.483,13.9542,6.8314,5.4225,3.3706,6.6462,2.399586
粗面质,141.287,13.5536,3.6129,4.4565,3.4331,13.4669,2.326567
粗面质,128.362,10.3309,4.6501,4.1673,3.8845,9.975,2.339893
粗面质,142.598,11.8281,4.2061,5.3625,3.6575,13.8713,2.15162
粗面质,135.24,14.1442,5.2492,5.0407,4.433,12.2987,2.502415
粗面质,139.749,12.0335,5.1448,5.6611,3.5432,12.7895,2.421882
粗面质,124.462,13.7126,6.356,4.364,3.9299,9.9129,2.185458
粗面质,146.575,10.7988,4.2168,3.7313,3.6566,8.1316,2.247274
粗面质,132.238,13.212,3.9319,4.5229,4.4023,5.386,2.199346
粗面质,129.201,11.2704,4.8465,5.5259,4.3075,9.8025,2.257514
粗面质,146.803,14.2297,5.9099,4.216,3.9322,12.4829,2.12947
粗面质,144.153,13.6592,6.6138,3.4647,3.9462,12.4823,2.416268
粗面质,139.435,11.268,5.1298,5.2226,3.6282,13.83,2.121992
粗面质,146.874,10.3598,5.45,5.556,4.3324,12.8533,2.312093
粗面质,130.478,10.8359,5.3395,4.3785,4.1312,5.8875,2.49767
粗面质,141.135,10.6935,5.0191,5.5518,3.7274,5.9785,2.59834
粗面质,130.938,11.3565,5.0769,4.4314,4.1112,4.082,2.297555
粗面质,134.151,11.7606,4.4589,4.7813,3.5738,5.559,2.356844
粗面质,145.641,12.1678,4.5362,5.0394,4.3171,6.1121,2.165687
粗面质,126.591,11.625,4.4108,5.0866,3.3122,12.994,2.455424
粗面质,140.005,12.2579,5.9984,4.7871,4.5027,5.4273,2.231854
粗面质,135.397,11.0179,3.7799,5.3852,4.2242,12.4832,2.181588
粗面质,142.682,10.2991,5.3006,5.4318,3.9484,4.3129,2.321215
粗面质,146.525,11.8843,5.4351,5.2576,3.8548,11.3755,2.391446
粗面质,146.981,11.2026,4.8512,5.0688,3.4935,10.8687,2.492875
粗面质,138.301,13.6589,5.3982,4.6242,3.3314,4.2923,2.44234
粗面质,124.165,12.454,4.929,4.5713,3.6178,4.7526,2.417528
粗面质,144.593,12.0201,4.9733,4.8609,3.7204,13.1829,2.253556
粗面质,124.994,11.1621,6.9291,4.5961,3.6349,11.7659,2.198509
粗面质,138.65,12.5126,4.5732,4.2248,4.3682,13.5724,2.591591
粗面质,132.355,10.897,5.6504,3.773,4.1293,11.4836,2.528022
粗面质,134.521,12.4259,6.02,4.4951,4.1097,13.3524,2.415171
粗面质,124.003,11.4972,6.596,3.928,4.4857,7.3511,2.512882
粗面质,139.855,10.3198,6.0994,4.0534,4.4162,13.9943,2.216811
粗面质,135.064,11.5238,6.8104,5.227,3.7934,7.8058,2.481048
粗面质,143.747,11.565,6.528,3.8308,3.9173,6.592,2.391875
粗面质,134.283,14.4642,4.4277,4.6946,4.1655,11.9116,2.293379
粗面质,136.177,13.4453,6.5781,3.6066,3.998,6.8517,2.168964
粗面质,133.824,12.1137,6.5341,4.8269,4.178,10.6216,2.324989
粗面质,139.195,11.2602,5.5777,4.1937,4.4344,8.2322,2.392542
粗面质,145.912,11.0386,6.7445,4.185,4.497,5.084,2.22679
粗面质,140.266,12.6855,6.1037,4.3923,3.8131,8.4157,2.372524
粗面质,141.673,10.9523,4.1662,5.2043,4.499,10.8342,2.52281
粗面质,138.667,14.2958,6.4521,5.5391,4.4526,7.5234,2.143357
粗面质,139.431,13.0597,4.5422,5.5751,4.5052,4.4623,2.239249
粗面质,137.365,14.092,5.7368,5.1823,3.872,11.8018,2.363958
粗面质,133.864,13.5769,6.0928,5.4607,4.2009,10.2737,2.185014
粗面质,144.934,13.9004,6.0846,4.3636,4.5427,7.9634,2.456357
粗面质,132.066,14.2512,4.8123,3.9408,3.6215,9.276,2.576893
粗面质,131.355,10.819,6.9778,4.8815,3.4713,10.0303,2.477337
粗面质,126.811,14.4937,6.5821,3.7231,4.2778,8.7501,2.295615
粗面质,124.462,11.5215,5.0216,4.1269,3.3825,6.4865,2.180022
粗面质,129.736,11.6169,4.6491,4.9518,3.6331,11.9273,2.461321
粗面质,134.348,10.0696,3.9826,4.2604,4.0093,13.45,2.556094
粗面质,138.815,11.1099,3.9104,3.8986,4.5507,4.1024,2.564038
粗面质,128.592,12.9122,5.8386,3.8083,3.6219,8.0643,2.36977
粗面质,138.64,13.0112,5.8514,4.0431,3.3084,7.4416,2.21264
粗面质,145.635,10.5403,6.2509,5.6542,3.9535,11.774,2.573821
粗面质,136.577,12.4946,4.744,5.0218,4.2576,13.6394,2.274363
粗面质,138.449,12.484,5.3707,4.6608,3.9664,8.9184,2.502013
粗面质,141.765,10.8416,5.0466,4.832,4.3342,6.1892,2.594726
粗面质,128.434,13.7178,5.2269,4.9527,4.0947,11.4225,2.511683
粗面质,141.837,12.4205,5.1544,5.403,4.4297,11.7634,2.505442
粗面质,144.606,10.5693,6.7115,5.0637,3.3693,4.4101,2.214982
粗面质,137.643,14.1715,6.3751,3.4052,3.5965,10.4789,2.53356
粗面质,142.142,13.0153,6.8393,4.3005,4.4234,4.2363,2.51247
粗面质,138.839,12.5414,5.5389,3.4839,4.2715,10.2045,2.125186
粗面质,136.988,12.6819,5.1563,3.8083,4.4653,9.1936,2.458903
粗面质,132.376,11.1734,3.9654,4.5756,3.6164,10.5378,2.576463
粗面质,129.849,11.5341,6.6679,5.6713,3.452,4.4787,2.528945
粗面质,145.941,10.1495,5.6104,3.554,3.5815,11.7948,2.515149
粗面质,129.298,11.8885,4.824,5.5887,4.4977,13.3318,2.479751
粗面质,135.024,13.8223,4.5926,3.7015,3.833,13.1727,2.561036
粗面质,127.971,14.4656,3.6041,4.936,4.2896,6.4241,2.417897
粗面质,125.285,10.7678,4.1668,4.7242,3.5651,7.0368,2.159857
粗面质,146.592,13.8669,4.8893,3.8867,3.3484,7.8983,2.159465
粗面质,146.934,11.4128,3.6811,4.0824,3.499,12.488,2.203354
粗面质,135.646,10.3849,6.0701,4.3518,4.5783,9.3182,2.20938
粗面质,124.09,10.1831,4.3893,4.249,3.5547,5.7199,2.25345
粗面质,137.381,10.9237,4.6433,4.0636,4.5356,6.8956,2.152097
粗面质,124.893,10.0214,4.5431,4.4961,3.5842,12.0547,2.490797
粗面质,141.549,11.8073,4.3115,3.6221,4.1429,4.7834,2.333364
粗面质,134.12,11.387,5.3469,5.5879,3.6001,5.4322,2.500889
粗面质,124.474,13.3348,4.077,5.4815,3.9479,10.6041,2.319908
粗面质,143.562,13.6148,4.4477,3.4577,3.6916,9.1811,2.443952
粗面质,142.545,14.074,6.0954,5.645,3.3283,6.6342,2.392741
粗面质,139.476,13.4993,5.5421,4.6179,4.2696,12.3253,2.438387
粗面质,126.182,12.4493,5.9826,4.2685,3.4531,11.5501,2.458221
粗面质,134.14,10.1529,4.3369,4.0919,3.5312,5.84,2.477428
粗面质,131.794,12.8646,4.0319,3.6917,4.598,8.5445,2.287769
粗面质,141.311,10.2014,3.9147,5.4392,4.281,5.4629,2.115233
粗面质,129.317,14.1742,3.9541,3.5636,4.0574,8.9815,2.372763
粗面质,125.616,12.0594,3.7491,4.4702,3.7124,11.4781,2.502427
粗面质,140.21,10.1537,5.3972,4.8469,3.6408,5.8866,2.366253
粗面质,126.378,13.4237,6.8547,5.6428,4.2323,5.5308,2.448821
粗面质,135.694,13.9161,6.4444,3.8641,3.4506,11.824,2.494883
粗面质,132.24,12.3396,4.9682,5.0015,3.9541,10.3495,2.117395
粗面质,136.276,11.6562,5.0036,5.413,3.9632,4.5487,2.596859
粗面质,130.217,12.5892,4.8447,4.3638,4.5395,7.3094,2.179721
粗面质,146.178,13.9389,6.1285,3.5866,4.2271,7.8886,2.364906
粗面质,128.908,13.5488,5.3198,5.3783,3.6126,12.3934,2.380532
粗面质,131.083,13.6577,5.5231,5.5354,4.2741,7.5044,2.535038
粗面质,133.364,13.5022,5.1685,4.722,3.8,4.556,2.581494
粗面质,129.195,10.4857,6.3237,4.6886,3.3689,8.7015,2.564362
粗面质,127.719,12.7374,4.3625,4.9278,3.3609,8.6173,2.267084
粗面质,144.501,10.7689,5.66,5.4715,3.4167,7.2981,2.472241
粗面质,144.926,10.6636,5.9823,4.2936,3.8017,6.4651,2.299517
粗面质,131.074,11.0002,6.7761,5.3214,4.1279,12.607,2.421312
粗面质,135.777,10.1639,6.997,4.613,3.7422,11.5903,2.183447
粗面质,142.085,11.7028,5.8306,4.3436,3.8385,4.74,2.596086
粗面质,131.543,12.1356,4.5452,5.3247,4.0991,4.6277,2.46448
粗面质,145.426,13.3813,4.2101,5.6443,4.1269,5.0261,2.286385
粗面质,132.041,14.4493,3.9686,4.8835,4.0314,12.4674,2.472129
粗面质,135.538,12.1487,5.2443,3.6793,3.382,9.9554,2.455337
粗面质,129.348,10.5913,5.7594,5.5587,3.7471,6.2735,2.373254
粗面质,128.328,12.8287,5.9986,4.7615,3.3353,10.7271,2.470629
粗面质,144.105,10.294,3.7326,3.7031,3.4009,13.7072,2.161103
粗面质,125.903,11.6755,6.2107,3.6273,4.5584,8.1572,2.19079
粗面质,132.085,10.0353,6.2834,3.9803,4.0355,7.321,2.418383
粗面质,135.292,13.4448,5.4592,3.9297,3.6855,10.6416,2.471465
粗面质,136.696,14.052,6.5963,4.0884,3.8263,10.7912,2.389911
粗面质,135.481,13.9819,5.3028,3.5205,3.33,11.7835,2.439989
粗面质,133.573,10.3817,5.7011,5.569,3.7595,9.5945,2.368182
粗面质,135.704,10.2749,5.4692,4.1133,4.1532,7.0054,2.448999
粗面质,145.288,10.4904,4.8832,4.0114,3.72,8.6782,2.262465
粗面质,143.652,10.9552,5.5692,3.838,3.6087,4.5833,2.487883
粗面质,136.492,10.0311,4.0464,5.131,3.8714,5.3777,2.408124
粗面质,131.45,11.3836,6.2709,4.009,3.8526,5.9189,2.160096
粗面质,140.455,10.949,4.8251,3.4387,3.7126,9.4164,2.459419
粗面质,124.481,10.6651,3.7573,4.1602,4.5081,6.2726,2.298945
粗面质,141.633,13.3453,4.0993,5.3186,3.8574,6.8176,2.512321
粗面质,141.03,13.3266,5.8196,3.4856,3.3595,5.4894,2.418915
粗面质,138.95,12.477,4.6617,4.325,4.129,13.1864,2.380101
粗面质,142.628,11.5898,5.7166,5.1719,4.5845,6.1204,2.348152
粗面质,132.586,10.4774,4.7659,4.2387,3.6922,9.2526,2.120528
粗面质,128.264,12.979,5.5199,3.8803,4.3134,10.9623,2.181832
粗面质,137.117,10.7835,6.4211,3.7314,3.5286,13.8779,2.436978
粗面质,136.165,13.6448,5.3662,4.3682,4.5541,6.2294,2.292945
粗面质,129.211,13.6089,5.6612,4.4016,3.5571,4.2328,2.222184
粗面质,144.22,14.4478,6.5376,5.0693,3.9848,7.6759,2.383674
粗面质,132.284,11.4218,5.6903,4.8335,3.5037,6.7792,2.212344
粗面质,133.279,10.1494,4.9758,4.9329,4.1627,7.0539,2.59205
粗面质,129.602,11.2646,4.5994,3.7222,4.5393,11.4415,2.291527
粗面质,133.628,13.8642,5.8856,3.4718,4.4355,12.7601,2.140082
粗面质,134.426,13.4612,4.3579,4.5525,4.4307,11.8999,2.395179
粗面质,138.528,10.4958,5.7393,3.9715,3.3588,7.0373,2.14943
粗面质,143.113,13.2518,4.0838,5.3085,3.3815,8.4761,2.598415
粗面质,135.334,14.2827,4.6708,3.703,3.4399,13.62,2.324365
粗面质,144.152,12.5797,6.9188,5.0951,3.9798,8.1372,2.284447
粗面质,133.502,10.5491,5.7646,4.4866,4.4886,7.8158,2.426641
粗面质,128.024,13.223,6.0492,3.5348,3.6462,10.514,2.381141
粗面质,128.354,11.1958,6.7948,4.0607,3.7999,9.0836,2.310483
粗面质,141.239,10.4232,4.5685,5.1323,3.666,9.248,2.486099
粗面质,125.333,13.365,4.8861,4.2469,4.0041,12.6306,2.48102
粗面质,144.997,13.2964,4.9878,3.9691,3.6855,5.1035,2.207463
粗面质,133.171,12.6482,5.2909,3.6703,3.6077,12.046,2.383756
粗面质,140.497,10.7836,5.7128,3.747,4.1886,5.2068,2.231847
粗面质,141.821,11.5593,6.6746,4.3891,3.8714,12.8718,2.318426
粗面质,136.158,11.1666,6.8237,3.8287,4.0064,9.1462,2.130535
粗面质,133.907,10.6968,5.2221,5.5492,4.1604,4.1829,2.375325
粗面质,124.446,14.2457,6.2061,4.2381,3.6505,13.9091,2.564085
粗面质,138.872,12.0432,6.4914,3.7452,3.3839,12.5802,2.399312
粗面质,128.116,10.3364,5.9624,5.4605,3.3822,4.6648,2.209768
粗面质,136.267,12.8786,6.592,3.466,4.5895,7.0345,2.295394
粗面质,125.034,13.2995,4.3508,5.5406,3.4348,13.0882,2.341672
粗面质,130.286,12.7078,4.2546,4.8364,3.9322,6.5559,2.580418
粗面质,126.638,12.7726,4.3696,4.1656,3.8053,13.0199,2.300892
粗面质,143.82,10.951,4.8518,3.9588,4.096,7.8417,2.306892
粗面质,126.162,13.0778,6.7473,4.0465,3.7098,10.6254,2.346516
粗面质,138.574,12.4079,4.2761,3.7776,3.9408,13.894,2.395113
粗面质,141.652,11.3038,5.2856,4.098,3.9018,5.0142,2.456837
粗面质,139.882,12.7717,4.6104,4.6514,4.1611,12.6809,2.506951
粗面质,134.056,11.855,3.9709,3.6666,4.2026,12.4234,2.573075
粗面质,136.097,13.8862,6.8008,4.8714,3.7427,7.5845,2.455948
粗面质,136.222,11.8132,6.5862,4.8276,3.9134,8.4791,2.317206
粗面质,140.328,11.6003,5.9022,3.5859,4.4238,6.6915,2.502072
粗面质,146.838,10.6206,3.9559,4.2135,3.6034,11.2046,2.205607
粗面质,133.154,11.3557,4.5219,4.1929,4.0968,6.7883,2.17723
粗面质,137.345,13.363,3.6437,4.9928,4.5874,11.1673,2.370778
粗面质,126.218,12.9088,3.9919,5.0548,3.9359,6.0717,2.232871
粗面质,131.549,13.8853,4.2024,4.5394,4.0696,12.5091,2.383968
粗面质,132.225,13.5614,3.6009,4.9101,4.332,12.0947,2.134099
粗面质,132.768,14.4484,4.7479,4.1006,3.3559,9.8937,2.444983
粗面质,142.563,12.2968,5.0835,4.8352,4.3827,13.1752,2.128804
粗面质,129.72,13.3,4.1263,3.9056,3.7018,13.249,2.560109
粗面质,137.468,13.9246,5.8405,4.1374,3.3441,9.1923,2.460018
粗面质,146.799,11.0566,6.0928,5.3602,4.1698,7.0117,2.515031
粗面质,126.787,11.5814,4.0919,4.3891,3.7101,4.5316,2.401748
粗面质,142.33,10.2093,3.6603,3.7822,4.3303,10.5873,2.33417
粗面质,132.459,12.6491,5.9113,4.8947,3.6514,6.684,2.462404
粗面质,141.599,13.2507,5.8027,5.1193,3.3812,8.7765,2.472175
粗面质,132.024,12.2391,6.5641,4.9841,3.3523,12.6488,2.597643
粗面质,140.643,13.6028,5.0853,5.1931,4.5034,13.6402,2.465766
